reviewText,overall
great gifts,5.0
as promised.,5.0
thanks,5.0
:) great gift,5.0
Yes,5.0
They are gift cards.,5.0
Perfect gift for coworkers...especially with so many great movies out around the holiday season.,5.0
Theres are really great to have on hand when u have nothing to do on a weekend.,5.0
"My youngest son, 39 years old, loves the movies and goes every week.  He should review movies, all his friends contact him, to see if the movies was worth going to.  He was in Houston, which has AMC Theaters, so I bought them for him.  He lives in Richmond , Virginia which does not have AMC.  He goes to DC to use the cards also.",5.0
"Gave sets of 60.00 to nieces and nephews who have children - good family outing.  Got a call from Washington, D. C. area last night telling me how much they like it.",5.0
I like that you can get a 3 pack. It will be for gifts so I can split them up. Very convenient for me.,4.0
Arrived quick easy to use,5.0
good.,4.0
Can you use Whole Food gift gard on Amazon purchaes?,5.0
great,5.0
"Excellent $25 gift card for Whole Foods. I was able to purchase a gallon of milk and a box of cereal and STILL managed to have a few cents left over on the card for next time!

Great value!",5.0
Easy to use,5.0
It would be nice you could get bonuses for buying gift cards from retailers,5.0
Love Cap D's,5.0
Perfect for me! right near me and love their products,5.0
"Amazon made it easy for me to solve the the late Christmas present issue; Knowing which restaurants & stores the prospective recipients favoured, I sent 2-3 gift card per person.
What I like best about amazon is that no fees were charged for electronic delivery.
(Compare to buying a gift certificate from a Mall or some outlets who charge up to 5%).",5.0
"Yes, I'm leaving a review for a gift card because I had no idea what to expect and it took an embarrassingly long time to realize there is an actual gift card in the contraption.

You see the image which resembles a wide paper bag? You have to rip that piece of firm cardboard apart to reveal a gift card inside. There is no perforation anywhere, nor can you feel the gift card through the cardboard ""envelope."" The back has a barcode and such, so I thought maybe that was what needs to be scanned at checkout, but no. Again, there's a card inside.

Attached is a picture with a ruler and the gift card next to the cardboard.

The card worked as expected at Whole Foods. Thank goodness I figured out there was a gift card inside because I would've looked really dumb, forcing the cashier to scan the package's barcode, instead of the gift card.",5.0
What can someone say about a gift card... Can use anytime...,5.0
Just for my parents benefits,4.0
"Nightmare. Avoid at all costs, Amazon and Wholefoods do not sell good gift cards online. Major hassle lots of embarrassing situations.",1.0
"Love, love, love these!! Great gifts!!!",5.0
Great,4.0
Glad to find Wholefood gift card on Amazon. +++,5.0
"Love these come in handy when I need to run into a store, and pick up some lunch or dinner at their food bars. The prices may be a bit high but so worth it! especially if you single like good organics. Great gift idea for those who are picky to shop for love gift cards so easy. So far I have had no problems with the first two I had purchased earlier this year the balance was as it said, and the cashier just scanned it without any problems :)",5.0
"I, purchased this for my teenage granddaughter named Claire.. who loves to shop..She loves surprise s. I try to keep gift cards on hand just because they are special!!!",5.0
Saved a trip to the mall. What's not to love?,5.0
"I got this on deal of the day for $16! I was happy.

My daughter loves Claire's and they have such great deals, this will be a fun birthday present!",5.0
CHRISTMAS GIFT,5.0
great,5.0
Like them haven't use them yet,5.0
Holiday Gift,5.0
This was a great gift to give!,5.0
great price used them all right away. wish i could buy more,5.0
gift,5.0
good card,5.0
These cards are always the best,5.0
"I have them
Like to buy cards before I travel",5.0
Love Applebee's!,5.0
Perfect raffle prizes,5.0
"This is a good value.  We frequently pick one up for lunch or dinner.  My husband got it and has already ""spent it.""  Next year, I will get several of these.",5.0
"It's absolutely amazing. I bought this gift card for a $25 value and when it arrived, it had $25 credit value on it!! Can you believe it!! Nice to see a product that works these days!! And yes, I a being sarcastic!! Do we really need to rate a gift card?",5.0
Great,5.0
worked well,5.0
works!,5.0
I am giving this as a graduation gift with other gift cards. This card came all beat up and barely attached to the holder. It does not look new. Very upset. It looks horrible. Someone used this and I have no other option but to give it as graduation is this weekend.,2.0
These are great for TIMES OF NEED donations!,5.0
Great card and great price!!!,5.0
yum,5.0
Great!,5.0
good,5.0
Gift Card Worked.,5.0
Burger's Burger's Burger's!!!!!!!!!!,5.0
Pleased with purchases of card,5.0
"Item as described, arrived on time.",5.0
Kids love them,5.0
great,5.0
more fooood,5.0
"It's day 78 on the road since we left. Our full story @ earthen_religion on Instagram & YouTube.
I am not into panhandling or begging since we ( Two Border Collies) set out to move. But when the weather turned cold & food started to run short. The choice was fuel to keep moving or food. Then while at a library. I remembered I have an Amazon Store Card..... Lor got a jacket to stay warm in that matches Holigraph's jacket. Some Purina moist dog for them both. Jack links to share with them, along with Cheezit's. But to look far enough into Amazon & find the section of Gift cards..... OMG!
Got the Domino's Pizza E-Gift card. It came 27 1/2mins after purchase. Then had the Taco Bell & Burger King gift cards sent to my Address on the road. When online at both to check balances after they showed up 24hrs later.
This even after the payments I'll end up making is far better than freezing or being hungry.",5.0
My girlfriend enjoyed it.,5.0
This worked just as it should. Would order again.,5.0
Item as described and very useful for last minute meal,5.0
"Easy to use, no need to carry cash, swipe and go, what else can be said really.",5.0
The card arrived as described and helped out on a quick meal on an unexpected trip.,5.0
"CARD BETTER HAVE FUNDS ON IT ive ready too many reviews fore this and other to know that s*** sometimes happens, that it, people get cards and they have no funds on them... so we'll see... if no editing, then funds were there",5.0
Great product!!!,5.0
"We will use it for our road trip, and they have coupons in the paper!",5.0
Always a Great gift for all,5.0
Great purchase. The Gift card worked very good.,5.0
good,5.0
If you like burgers this place is the place to go,5.0
Gift,5.0
gifts,5.0
Worked as it was supposed to,5.0
LOVE IT,5.0
Love burger king,5.0
bought for christmas gift,5.0
"yum, yum",5.0
Worked as it should,5.0
Good...!!!,5.0
Just what I wanted,5.0
"I love Burger King. Who wouldn't want this as a gift?!? There are so many different options on the menu from coffee to dessert to your meals, anyone would like getting this as a gift!",5.0
fast delivery and card worked,5.0
"Grandkids like these as a gift from grandma like on Halloween, Birthday, Christmas etc. Makes me feel good inside too.when they are happy.",5.0
I used them on our vacation.,5.0
This card was very convenient when we didn't want to carry cash with us. My husband used the leftover for lunches.,4.0
one of my faves,5.0
"Fun gift card. The kids loved this for the holidays and so did my husband. A little treat for them from our usual very healthy home diet, yet doesn't tempt me!  Perfect gift for everyone.",3.0
This gift card was timely received in good condition & was properly credited with the amount indicated. I was happy with this purchase,5.0
great product from a great seller!!!!,5.0
Great dining for parents,4.0
"I love getting these as gifts, so far everyone I've given them to likes them. Thanks for having them available!!!",5.0
"Item as described, arrived on time.",5.0
loved it,5.0
Discounted and we love O'Charleys!,5.0
Good gift card. Good food!,5.0
Great gift,5.0
Granddaughters loved it!!!,5.0
Love this place,5.0
They are gift cards. What can you say?,5.0
"Hmm not sure how to comment for gift cards, except to say that I love being able to order online, it ships securely and easy to me, and I don't have to wait in line at a store.",5.0
Very happy with purchase!,5.0
gift,5.0
gifts for christmas,5.0
I like the fact that they come in a multi pack. I will split them up for gifts and keep 1 for myself. It will give me the incentive to stop at the nearby Cold Stone since I always forget and I crave it often.,4.0
ok,5.0
Used all on my vacation,5.0
Holiday gifts,5.0
loved it,5.0
loved it,5.0
friends will love them,5.0
Who does not love IHOP?,5.0
The perfect card for a family.  With limited choices of restraints in there area. Plus they enjoy eating at IHOP Thanks for offering on Amazon it was delivered in less then 24 hoursi,5.0
These were a hit when my grands went back to school..I gave each one a gift card for the first day great turnaround,5.0
I get these cards so I can treat my husband to breakfast,5.0
Gave to someone for a birthday gift. they loved it. Happy with my purchase,5.0
I will take a $30 gift card for $25 any day!!! Basically $5 for free. Love it.,5.0
Great gift,5.0
nice,5.0
"Hmm not sure how to comment for gift cards, except to say that I love being able to order online, it ships securely and easy to me, and I don't have to wait in line at a store.",5.0
This was a Christmas gift hit!,5.0
good gift. they loved.,5.0
"Love iHop and loved the convenience of getting these.  Had a birthday come up with a lot of family sharing a day, and getting this meant I could give them each a present without doing a lot of legwork.  Very convenient, works like a charm.",5.0
Gave as a gift,4.0
Very convenient,5.0
This was a gift.,5.0
they are gift cards,5.0
Christmas Gift,5.0
"My son loves movies, this pack was a great deal for him.",5.0
perfect for christmas,5.0
as promised.,5.0
These cards make great gifts for the kids .,5.0
Great Christmas gift,5.0
WONDERFUL IDEA FOR CHRISTMAS.  THANK YOU!,5.0
Makes nice present,5.0
Used these as stocking stuffers,5.0
Does what a gift card should :),5.0
"I bought this item for a Christmas present last year and my brother who I got it for said it worked just fine, I would recommend this seller if you need to get a regal gift card",5.0
yummy,5.0
TY,5.0
Its a gift card.,5.0
Love it!!!! Thanks!!!!,5.0
great gifts,5.0
"Gift cards are just that, a gift as in this case that makes a treat available when the recipiet need one.",5.0
"I have lots of friends who drink coffee, these are a perfect gift for them!",5.0
these cards where so good. Whis i would of throught of this sooner. Thank amazon. I Love amazon. I COME HERE FOR EVERYTHING,5.0
Holiday Gift,5.0
GREAT FOR CHRISTMAS!,5.0
Not a Starbucks fan but this made for a nice little extra gift for Christmas for the nieces who love it.,5.0
thanks,5.0
"Perfect, thank you!",5.0
Caffeine my #1 bestie,5.0
Perefect for stocking stuffers,5.0
Friends will love them,5.0
Who doesn't like Starbucks?,5.0
My wife absolutely loves starbucks.  This allows her to load funds on her app on the phone.,5.0
Starbucks are everywhere!,5.0
,5.0
arrived and worked as expected,4.0
"Hmm not sure how to comment for gift cards, except to say that I love being able to order online, it ships securely and easy to me, and I don't have to wait in line at a store.",5.0
GREAT,5.0
If you know any Starbucks addicts...this gift is most appreciated at Christmas or anytime of the year.,5.0
"easier than a trip to the store. I buy these and keep them on hand for teacher gifts, etc.",5.0
Great for gift giving!,5.0
bought for christmas gifts,5.0
Who doesn't love Starbucks gift cards?  :-),5.0
I like these multiple packs to add to Christmas gifts for my coffee loving daughter and friends.  Helps me fill out where I am lacking or have forgotten someone on the list.,5.0
These were brought as a gift for my sister who goes there all the time.,5.0
Great for a gift or for yourself!!,5.0
"This is an original gift to give with Starbux multiple cards.  The receiver can keep some in the car, their wallet or give them to family members. I like to give some to the mail lady for delivering all of those Amazon packages in the snow and ice.",5.0
These were for the grandchildren and they lover themChristmas giftsstocking stuffers.,5.0
Great gift,5.0
Got these,5.0
Discounted gift cards! What's not to like? The 3 pack of smaller increments was great for stockings!,5.0
My friend loved this Christmas gift!,5.0
"So happy to know I can get my gift cards from Amazon.  I may never leave the house!  I always get this for my son and daughter in law for Christmas.  Sometimes it's a hassle finding a store that carries the movie and restaurant card.  So, I was very happy to see this.  Came really fast (like two days or less) and looks great.  I will continue buying through Amazon.",5.0
arrived and worked as expected,4.0
Great price.,5.0
Works as advertised,5.0
Great deal during the holidays when you can get it for $40 You can upload the $25 movie gift card to Samsung Pay but you will not be able to upload the $25 chilis card so you will have to carry it with you when you go there.,5.0
was gift,4.0
It was a gift.,5.0
gave as gift,5.0
great,5.0
great for gifts,5.0
this where gift for my nephews  birthdays they are twin!,5.0
"Several of our Subway gift cards did not work today, the appear not to have been activated.",1.0
"I like subway, who doesn't? these will make good gifts for my friends!",5.0
good,5.0
Got these as gifts for my children and they loved them. Shipping was quick!,5.0
GREAT FOR CHRISTMAS!,5.0
Awesome,5.0
Pleased with purchase of card,5.0
Perfect,5.0
"Item as described, arrived on time.",5.0
what can you say --- it's Subway and gets to fast when you order it.,5.0
Who can go wrong with a food gift card?  Will be given as gifts.,5.0
I try to keep many of these on hand as gifts. Fast delivery,5.0
"My husband often forgets his cash and his bagged lunch.  As a diabetic, he must eat at lunch time.  I give him a pack of Subway $10 cards periodically so he never has to worry about not eating something that's balanced and not junk food.  He can store one in his desk drawer and have one in his wallet, too.  Their veggie subs are very good, btw.",5.0
Easy way to order from a favorite restaurant.  Will order this again.,5.0
Great for gitfts!,5.0
Wish there was an email delivery option.,3.0
Great gift,5.0
arrived and worked as expected,4.0
They are gift cards.,5.0
"Hmm not sure how to comment for gift cards, except to say that I love being able to order online, it ships securely and easy to me, and I don't have to wait in line at a store.",5.0
Its a gift card.,5.0
Great gift . Came quickly,5.0
bought for christmas,5.0
These subway cards are great.  So glad you offer these in a great gift card selection you have !!!!!!!,5.0
Eat fresh food I select subway gift card which offers healthier food than McDonald's fried food.,5.0
Was a gift for a Subway lover.,5.0
"Perfect gift.  I liked that there are 3- $10 in the packs, I was able to give more away that way.",5.0
Great for gift giving!,5.0
We like to eat healthy and the 3 pack gift cards let me spread the healthy eating option with my family a bit easier.,5.0
Purchased as a stocking stuffer for my grandson - he loves them as he can get something healthy for either lunch or breakfast when he is out and about during his busy day.,5.0
Like having the 3 pack to divide up little gifts. They are great for anyone. Who does not like a sub or a wrap or a salad? There is always something for everyone at subway and the cards made it very easy.,5.0
good eats,5.0
works good,5.0
worked,5.0
Very happy with purchase!,5.0
very good,5.0
all good,5.0
gift,5.0
My 12 year old granddaughter was thrilled when she received this as one of her Christmas gifts.,5.0
Granddaughter was thrilled. Its her favorite store to buy jeans. kathy,5.0
Great gift idea,5.0
Good Product;,4.0
Holiday wish list item.  Loved by receiver,5.0
great,5.0
What can you say it's a gift card - Shipping was fast.,5.0
Bought As A Gift,5.0
as described and fast shipping,5.0
Great for gift giving!,5.0
"Bought this for a gift my friend loved it.  He can't wait to use the gift card!
God Bless you",4.0
Fast shipping and great gift!,5.0
"Exactly as shown. No activation charge, just regular $25 gift card. I give a bunch for high school graduations to places around where theyll be going to college.",5.0
perfect gift,5.0
GRANDDAUGHTER LOVES GOING THERE WITH HER GIRLFRIENDS.,5.0
"easy to use and great to give as a gift or just use for yourself.
The food was pretty good not really worth the cost but it was okay.",4.0
It was easy to use,5.0
so easy,5.0
This was a gift for a friend who loves Panera bread soups. Hope she enjoys more,5.0
Quick and did it's job,5.0
a gift for xmas,5.0
A great place to eat. The food is so good. thanks,5.0
Family gathering,5.0
nice product,5.0
good deal through prime,5.0
Arrive on Time can't wait to use the gift card.,5.0
yummy,5.0
"Great to purchase the card without having to ""shop"".",5.0
easiest way to buy gift cards - many to chose from and have never had a problem.,5.0
It's a gift card!  What's to review.  It arrived quickly and worked when we tried to use it.,5.0
This was a great gift to give!,5.0
Very nice and easy gift to a woman. Nordstrom is good for women shopping and can easily be used,5.0
great Christmas gift,5.0
ok,5.0
gave as gift,5.0
Perfect Christmas gift.,5.0
it's a gift card,3.0
"Christmas gift for my son-in-law. With two young children and large student loans, he and my daughter don't get to go out as often as they like. Date night on us!! And I'm happy to babysit.",5.0
Ok,5.0
Can't purchase these locally.  Nice to have an option.,5.0
Great gift,5.0
great gift,5.0
What's not to love,5.0
great present  thanks,5.0
"Good Breads, Good pastries, and a lot more to enjoy. I find when I get these I check the balance immediately as mistakes can be made and you don't find out until you go to shop with the card that there is nothing on it. Good to always check the balance, and if you give it as a gift make sure you tell the person to check the balance. Otherwise love these gift cards so much easier than just giving money what better than to give someone a gift of a place they enjoy to eat at or shop at.",5.0
great,5.0
Great way to shop for gift cards.,5.0
Great Deal,5.0
Just for my parents benefits,4.0
Works great,5.0
as expected,5.0
Great price and good food.,5.0
It's a gift card so not much to say! I got a Lightning deal for $5 off and it arrived fast. I've used it already and it's valid.,5.0
Gift.,5.0
I was very happy with my card.  No problem at all.,5.0
Why go to the mall? Love all the gift cards on Amazon!,5.0
christmas precent,5.0
Good...!!!,5.0
great,5.0
Great item!,5.0
Love it.,5.0
Perfect an fast shipper.,5.0
"Great food, good value!",5.0
like,5.0
I will take a $50 gift card for $40 any day!!! Basically $10 for free. Love it.,5.0
,5.0
It's like budgeting with envelopes but instead - gift cards,5.0
Good Gift,5.0
My significant other is very hard to buy for. With this stuffier she can buy what she likes or maybe what will please me in wearing,5.0
Always a great present.,5.0
Love it best place to eat,5.0
Gift,5.0
Daughter loved it.,5.0
Christmas gift for my parents.  Loved it!,5.0
Decent delivery speed and everyone loves panera,5.0
Got this for my niece and she loves it!!!,5.0
It's a good place for snack before a movie start but there's no much meal to eat for dinner. I love their bread and cookies but they should offer more real meals.,4.0
this was a gift for my aunt 75th birthday...she  loves Panera . and was happy to receive this gift card. my thanks to everyone for making her birthday so special. with just a click away!!!!!,5.0
love Panera. healthy food and rewards. free mocha last time I went,5.0
Good...!!!,5.0
Worked as advertised,5.0
fast delivery and card worked,5.0
What can you say it's a gift card - Shipping was fast.,5.0
Excellent Christmas gift,5.0
Perfect for present for my 85 yr old Dad.  Good tasty healthy food and what else is there to get old people,5.0
Great way to pay for your purchases at Panera,5.0
great place to buy other gift cards,5.0
great gift,5.0
"Love to get and give gift cards to favorite eateries as it compels you to go out.  We like Paneras soups and sandwiches.  The tomato and broccoli and cheese soup are our favorites.  This is a pleasant eatery for a light and quick meal which is healthier than most fast food.  Love to give these to family members, as sometimes they invite you along to enjoy the card with them.  It's great that Amazon has so many choices like this restaurant among their gift card selections.  When family and friends have enough stuff, giving a gift card for an experience like this makes a thoughtful gift.",5.0
"This was a good gift for college student, father of college student, my daughter who loves getting gift cards.  Next year, I will make these for $25.00 as they did not turn out to be as popular as I anticipated.",4.0
"It's absolutely amazing. I bought this gift card for a $100 value and when it arrived, it had $100 credit value on it!! Can you believe it!! Nice to see a product that works these days!! And yes, I a being sarcastic!! Do we really need to rate a gift card?",5.0
I loved it,5.0
A gift card that works,5.0
Outstanding product would buy again.,5.0
not bad,5.0
"Christmas gift for my daughter. With two young children and large student loans, she and her husband don't get to go out as often as they like. Date night on us!! And I'm happy to babysit.",5.0
Already used it.  Awesome,5.0
great place too eat.,4.0
Great Deal,5.0
Excellent gift.,5.0
Good,5.0
Great item!,5.0
great product!!!!!!,5.0
Great purchase. The Gift card worked very good.,5.0
:) great gift,5.0
$50 is $50.  What else can I say?,5.0
Worked as a gift card should,5.0
"Great gift, when you cannot think of what to get someone but you know them enough to know where they dine.",5.0
I love cheesecake,5.0
"These are simply great.  I like to use them as gifts, but a couple of unique things I love to use them for is for teacher gifts and for guy gifts.  I like to make a little ""floral arrangement"" with various gift cards by putting in a basket or flower pot and sticking these on craft sticks (or the long Starbucks stir sticks since they're perfect long size, wooden and free) and filling in with either homemade, wrapped cake pops or various candies. You can add a $25 card along with various denominations of other cards such as Starbucks, Panera, Olive Garden, Target, Home Depot, Kroger, Papa John's....the possibilities are endless.  They have been raved over by every single person I have given them to and they make a beautiful and unique presentation.",5.0
Satisfied,5.0
jack in the box has better cheese cake,5.0
"Love to give restaurant gift cards to family members as you sometimes get to accompany them when they use the card!  And if any of your family is frugal, the card compels them to go out and have a little fun.  Love this restaurant.  Went there tonight.  Their hamburgers are great, as is the side garden salad.  We also sampled a raspberry white chocolate truffle cheesecake.  Yum!  Will be ordering these cards for Father's Day.",5.0
Love it!,5.0
"I Hate Cheesecake, but I Love Cheesecake Factory.  The only complaint is that there is a huge menu, so it takes some time to figure out what you want.",5.0
"so there are not as many people to give this one to, however, it gets my vote for ambiance, food, and great cheesecake!",5.0
"Was suppose to get to me in a day took 4 days lol, still good.",5.0
Does what a gift card should :),5.0
Awsome,5.0
What can someone say about a gift card... Can use anytime...,5.0
worked with no problem :),5.0
Great product!!!,5.0
"Buy the gift card online, and then shop locally! What a smart choice!",5.0
As described...hope there's no expiration date?,5.0
Ok,5.0
Kids love them,5.0
This was a gift.  Papa John's is their favorite.,5.0
"Its a gift card, very easy to use and nothing to worry about unless you lose it.",5.0
"BETTER HAVE FUNDS ON IT, I won't know until next week and if this goes unedited then funds were there but I have read enough gift card reviews that we are basically taking a CHANCE on these things and that's not freaking kool",5.0
Quick delivery and no problems!,5.0
works,5.0
What can I say that you don't already know about pizza & Papa Johns??,5.0
nice,5.0
Perfect and I even used Amazon Points - was mailed right out.,5.0
Great purchase,5.0
"Go directly to the Papa John's website to order your $25 gift cards.  Here's what you get for doing so:  get an instant coupon code by email for a free large pizza.  Then, go online to use the free pizza coupon, select more pizzas, and immediately use your $25 PJ gift card.  Also, if you look, there are all kinds of specials on the PJ ordering website, such as this one that is going on at the time of this review... it's called ""Pepsi. Pizza. Rock.""  For $12 you get a large 2 topping pizza and a 2 liter drink.  Then, you receive another coupon code for a free product, such as a large pizza or a 2 liter drink.  All of mine thus far, and I do this every weekend for the past month...have been a free large pizza.  On top of all of this, you get Papa rewards, so every 25 Papa Points, you get another free large pizza.  You can't go wrong.  And the pizza is phenomenal.  And don't even get me started on that wonderful garlic butter they include in the order.  WIN! WIN!",1.0
great pizza so good,5.0
fast delivery and card worked,5.0
Great gift or Friday night treat. Handy to have!,5.0
"Amazon made it easy for me to solve the the late Christmas present issue; Knowing which restaurants & stores the prospective recipients favoured, I sent 2-3 gift card per person.
What I like best about amazon is that no fees were charged for electronic delivery.
(Compare to buying a gift certificate from a Mall or some outlets who charge up to 5%).",5.0
"Great product, great seller!!!",5.0
so freaking good.  yummmy,5.0
"We enjoyed our night out, and the food was very good. I would recommend this to my friends and family.",4.0
"I gave this one to me!  Like it quite well and am holding it for a special time.  If I get only one of these next holiday, it will be mine.",5.0
This was a gift,5.0
Satisfied,5.0
Great purchase.,5.0
Just what I needed,5.0
OK,3.0
This was a great gift to give!,5.0
"This lets the person receiving the card to purchase what they actually want. Nothing to return after Christmas. It is the perfect gift when you aren't sure of size, style or preference.",5.0
A+++,5.0
son in law tickled.,4.0
Getting a gift card beats trying to pick out something for a person and them ending up returning it later on.  Gift cards are a safe way to go.,5.0
Excellent Christmas gift,5.0
GREAT GIFT!!!!!!!!!!!,5.0
Arrived as promised.,5.0
Nice card,5.0
Person loved the design. Like to order my Amazon gift cards so I can choose from the different varieties compared to buying in stores.,5.0
Great gifts and cute for kids birthday,5.0
As advertised!,5.0
Like the different cases,5.0
Awesome tin with a gift card.  Perfect for the person who loves diamond plate.  It does have a clear window on the back of the tin.,5.0
Amazon has great quality gift tins at no extra charge! Got this for a friend who will really like the diamond plate design. Still can't believe they don't charge a least an extra couple bucks for the tin.,5.0
Gave as a gift,4.0
Gift.,5.0
This amazon gift card in this attractive ase made an excellent gift!,5.0
Recipient loved the Cupcake tin As a way of presenting them with the gift card,5.0
"What can I say, everyone likes getting gift cards to Amazon and I like it when you can adjust the loaded price to fit odd numbers. My daughter-in-law just turned 39 and I was able to load it with $39 -- a tradition I have for birthdays for my kids and others close to family. She (and her tot son) are enjoying the case it came in too.",5.0
excelent,5.0
Nice beautiful box with gift card.,5.0
very happy,5.0
Perfect,5.0
"The metal container is better-looking than I expected, making the not-so-exciting giving of gift cards as a gift more exciting.",5.0
Cool box!,5.0
Nice quality reuseable case. It was actually a window at the bottom not a hole.,5.0
ok,4.0
"Gave this to my son for Christmas, he loved it !",5.0
Fast and accurate!,5.0
Pretty good!,5.0
goo,5.0
Love it.,5.0
Great!! Got it for my granddaughter. Thanks for having it available!!!,4.0
how can you go wrong?,5.0
very nice,5.0
"arrived on time, i bought it for my 10 year old  nephew for his birthday, he loved it, i also had it gift wrapped, look great everyone love it !!",5.0
They are gift cards.,5.0
"Perfect gift. The correct size, correct color, correct everything. Not my first and won't be my last one",5.0
Looked festive and made a nice birthday gift,5.0
This is so cute for presentation of an Amazon card!!! Love it!,5.0
Good for the gift. It comes with nice box :),5.0
awesome,5.0
"Cute presentation of a birthday gift card.  My friend loved it.

Definitely recommend.",5.0
It was okay but better items,4.0
Delivered as expected!,5.0
A birthday gift card for one of my grandson's so he could order his own games from Amazon.,5.0
The recipient loved the cupcake tin.,5.0
"Nice, a hard metal-looking card holder. Cool-looking!",5.0
Good,5.0
excelent,5.0
Who wouldn't want an Amazon card?  This is my go to present for people at a distance.  They can get themselves a book or whatever they want.  That it comes in about a day is a super bonus if I forget to order.  My go to gift.,5.0
Thank you! I saved the tin and repurposed it for makeup.,5.0
"My granddaughter loved the ""birthday cupcake"" that I gave her, among other gifts.  So cute!",5.0
"A gift card anytime is a great gift, in my opinion, especially for those who have basically everything! I would recommend this!",5.0
nice birthday theme for the tin.,5.0
This was a gift for an 11 year old. It was perfect. She loved it and so did I!!,5.0
great,5.0
Cute,5.0
Great gift idea,5.0
I like the cupcake presentation it comes with for no extra charge.,5.0
Loved it!  Made the gift card special.,5.0
Good quality but a bit childish.,4.0
Cute way to send a bday gift!,5.0
Gift,5.0
Fun for a birthday gift and very well received,5.0
It's a gift card in a metal box,5.0
"Of course, the contents of the tin will always make my grandchildren smile because they can pick their own Amazon gift. I like your selections of tins for their variety. I can always find an Amazon Tin to suit the occasion. This Cupcake tin was perfect for their birthdays.",5.0
was perfect fo bday giift,5.0
It was a Great Surprise gift.,5.0
perfect gift for birthday-it lets the receiver purchase what they want,5.0
Cute way to send gift card,5.0
You can never go wrong with a gift card.and the tin looks so cute!,5.0
"I'm going to have to give 5 stars for this product. I like the fact a gift card let's the  birthday person spend it the way they'd like to. The downside, is that a gift card,  seems alittle impersonal; you couldn't make the choice on what to give someone? I can make a choice, and my choice is to let the birthday person splurge on whatever tickles their fancy. Hence, the gift card. I'm a practical person myself, but I'd probaly loose my mind if I recieved a vacuum or sink mats for my bd. So a gift card is a safe bet. :) The tin is just adorable too, an extra little pop.",5.0
"Amazon gift card in an adorable cupcake shaped tin- what's not to love? The Amazon card makes a great gift & the bonus tin is ""icing on the cake"". ;)  The bonus tin is about 4"" x 4.5"" & one of the cutest ways to give a gift card as a gift. The inside has a removable black lining insert to hold the gift card. The back has a clear window, & says ""Amazon gift cards"" in very small print.  The tin is reusable & can be used to hold other small items or change. Very nice that Amazon offers this adorable tin with their gift cards.

Amazon gift cards make a great gift because the selection of products offered on this website is Huge!  Unlike giving a gift card to a specific store, restaurant, or for a specific item (i.e. movie tickets, waterparks, etc), an Amazon gift card can be used for whatever the receiver wants. That's a huge perk in gift giving. Other recommendations: Buy it to have on hand as a gift. You never know when you'll be invited to a party or have an event come up where you'll need a quick gift.  No more running around store to store. You'll have this gift on hand.  Another idea- purchase it for yourself. Maybe you know you will want to buy something later in the year. Hang onto the gift card, then you can always easily add it to your account, or right into a family or friends account.",5.0
Excellent way to give someone a gift. I have used this several times and will continue to use it.,5.0
Can never go wrong with gift cards and I LOVED the cupcake tin. Perfect for my gift!,5.0
I ordered 2 of these for my granddaughters for their birthdays and they were a big hit.  They love shopping at Amazon.com and were very excited to pick up some things on their wish list.  They both really liked the cupcake containers.,5.0
always good,5.0
My grandson loved it.,5.0
It's okay. Works fine.,3.0
JUST RIGHT,5.0
"Arrived quickly, loved the cupcake tin, made for easy gifting!",5.0
I have placed order for both my grand children at time. But this order tracking information was not provided to me. Hence there was confusion.,4.0
"My gift cerficate, including this adorable cupcake, was delivered in record time.  Thank you!....",5.0
Cute box.,5.0
Present,5.0
Cute card holder. Adorable and metal!  Nice!,5.0
Good,5.0
So cute! Just a perfect presentation for a gift!,5.0
Love using these for special occasions.,5.0
MAKES A GOOD HOLDER FOR ALL GIFT CARDS.  I USE MINE FOR UP TO FIVE GIFT CARS AND THEY ARE ALWAYS IN MY PURSE WHEN NEEDED.  COMES WITH GIFT CARD WHICH I WILL USE TO BUY MORE AMAZON GOODS.,5.0
"Just gave this to my granddaughter yesterday..I was so amazed at it when it came..really, really nice. No extra charge. She just loved it. I am going to get more of these they make a fab gift and so many choices. She is going to put some little pieces of jewelry in the empty container. Makes a nice decoration in her room.",5.0
Works!,5.0
Great product from a great seller!!!!!,5.0
yummy,5.0
Great idea,4.0
Can't go wrong with gift cards...,5.0
This gift card came quickly and the food was great. I had no problems whatsoever.,5.0
"Item as described, arrived on time.",5.0
My son loved it!,5.0
loved it,5.0
"Although we don't have a Zaxby's in our town, we definitely love going there when we travel.  Food is awesome and we like it better than CFA.",5.0
Its a gift card.,5.0
Great gift card worked perfectly.,5.0
They do work.. it's awesome,5.0
Panda is always fresh and delicious.  Seller always delivers these cards promptly!,5.0
worked perfect,5.0
Great product!!!,5.0
Email delivery. Can't beat that. Make sure to print out... Have had issues with just showing it on my phone sometimes.,4.0
I've used this card once.  I took a screen shot of card with my cell phone and cropped it to size to use just like a regular plastic gift card.  I just show it when I make a purchase and voila!  Payment complete.,5.0
Future egift cards great ideal come on email you print out or not and never expires,5.0
Good,5.0
My wife's favorite restaurant.,5.0
My son loved his stocking stuffer gift!!,5.0
Purchased as holiday gift. Wonderful item.,5.0
Love gift cards for Granddaughters!,5.0
great buy on the lightening deal for $85. I use it for itune purchases,5.0
stocking stuffer for holiday,5.0
"niece liked it. spotted it at grocery store check-out later, probably easier.",4.0
I love iTunes,5.0
